Log,Exercise Tag,Feeling Tag
i did yoga i felt refreshed,yoga,refreshed
i walked 2 miles i felt tired,walked,tired
i attended zumba for 1 hour it felt refreshing,zumba,refreshing
i ran on the treadmill for 45 minutes i felt tired and worked,ran,"tired, worked"
"i just walked 1.60 miles on the old falcon nest golf course felt good, a little out of breath, but good.",walked,"good, out of breath, good"
"walked 1.6 miles down mcdaniels to kings circle and back. felt good, good pace.",walked,good
bicep curl i felt weak,bicep curl,weak
leg press i have felt stronger in the past,leg press,stronger
i did 10 push ups on a workout mat. i felt the pain in my arms and chest.,push ups,pain
i did 5 pull ups on a workout bar i must have gained weight!,pull ups,gained weight
i ran three miles i felt amazing after the run,ran,amazing
i did a tough bench press workout i felt exhausted after the workout,bench press,exhausted
i ran two miles. i felt energized.,ran,energized
i biked thirty minutes. i felt tired.,biked,tired
i did 50 pushups without a break my arms and chest burn,pushups,burn
i jumped rope for 5 consecutive minutes i am winded and sweating profusely,jumped rope,"winded, sweating"
i walked one mile on the treadmill i felt great afterward,walked,great
i lifted weights for about 10 minutes  my arms were burning during and afterward.,lifted,burning
"i walked along the river on the walking path. i felt great, like i was making very good time.",walked,"great, good time"
"i did a workout on the stepper at home. i started out strong, but got pretty tired by the end of the workout.",stepper,"strong, tired"
i took a walk. i felt refreshed.,walk,refreshed
i did a cardio video. it felt energizing and fun.,cardio,"energizing, fun"
i just danced for 40 minutes. i felt energized.,danced,energized
i just walked for 35 minutes. i felt fresh.,walked,fresh
i lifted legs today! i was tired from being sick,lifted legs,tired
i walked for 25 minutes.  it was better than anticipated.,walked,better
i rode my horse for the last hour. i need more groundwork.,rode,more groundwork
i jogged for 45 minutes. i'm tight and worn out.,jogged,"tight, worn out"
i just walked around the block twice. (1 mile) i felt like i couldn't breathe.,walked,couldn't breathe
i did a plank for one minute. i felt like time wasn't moving and my shoulders started to hurt real bad.,plank,shoulders started to hurt real bad
i went for a jog i was exhausted,jog,exhausted
i went swimming i felt good,swimming,good
just rode the exercise bike for 30 minutes.  legs are a bit sore.,rode,sore
went for an 8 mile hike along a trail in the wods felt good out there a bit cold but worth it for the fresh air.,hike,"good, cold"
i did a skipping feeling relaxed,skipping,relaxed
i did jogging feeling relaxed,jogging,relaxed
i walked thirty minutes. i felt better than when i started because i was doing something to help relieve stress,walked,"better, relieve stress"
i did downward facing dog it hurt because i haven't done any yoga in weeks,downward facing dog,hurt
i spent 45 minutes doing pool aerobics. i felt great after this workout.,pool aerobics,great
i did an exercise called body groove. i was sore but it felt good.,body groove,"sore, good"
i lifted weights. i felt powerful.,lifted,powerful
i ran a mile. i felt exhausted.,ran,exhausted
i walked 4 miles. my walk was energizing!,walked,energizing
i ran 3 miles today. my run was long and hard.,ran,"long, hard"
i did my first yoga session i was wiped out,yoga,wiped out
i did 45 minutes on the treadmill it was exhilerating,treadmill,exhilerating
"i just finished 100 crunches my abs are pretty sore, i feel like i might throw up",crunches,"sore, throw up"
i just did 50 burpees i feel very light headed now,burpees,light headed
i went for a walk i felt good.,walk,good
i went swimming i love to swim,swimming,love
i just jogged for 5 miles. i am exhausted.,jogged,exhausted
i just did 50 crunches. i can feel the burn in my abs.,crunches,burn
i just did 60 minutes of cardio. i'm exhausted and hungry.,cardio,"exhausted, hungry"
i just did a whole lot of crunches. i feel somewhat energized.,crunches,energized
i did 4 miles on the stationary bike.   i feel proud and energized.,stationary bike,"proud, energized"
"i did an hours worth of exercise with the kettle ball. i feel sore, but accomplished.",kettle ball,"sore, accomplished"
i just did some leg lifts.  my stomach feels weak.,leg lifts,weak
i just biked for an hour.  i feel great.,biked,great
i did some free weight exercises today it made my arms get sore.,free weight exercises,arms get sore
a few monthes ago a friend and i rode bikes down a bike trail. i was hungry enough to buy a sandwich after this workout.,rode bikes,hungry
i walked on the treadmill for 60 minutes. my legs are weak and i want to sit.,walked,"weak, want to sit"
i just did 100 pushups. my arms and aching and they are going to hurt really bad tomorrow.,pushups,"aching, hurt really bad"
i tried kick boxing today. i thought i was going to die.,kick boxing,die
i used the treadmill at the gym today. my legs feel like noodles.,treadmill,noodles
one hour workout lifting weights at the gym i feel great and have a great pump after lifting weights,lifting weights,"great, great pump"
"super long run around the lake at the local park super tired after the long run, but being out in nature felt great",long run,"tired, great"
i did chest dip i was out of breathe,chest dip,out of breathe
i did leg presses my thighs and butt are really stiff now,leg presses,really stiff
i walked around the block two times i felt refreshed and more lively,walked,"refreshed, lively"
i ran around the block one time i felt exhausted and tired after running,ran,"exhausted, tired"
swimming i felt tired,swimming,tired
volley ball i felt relaxation,volley ball,relaxation
i deadlifted 200 lbs. man that hurt,deadlifted,hurt
i did an abs rotation my tummy is on fire.,abs rotation,on fire
i rowed 10 minutes on the rowing machine. i was completely exhausted.,rowing machine,completely exhausted
i rowed 15 minutes on the rowing machine in 5 minute intervals with 1 minute rest in between. i was exhausted and sweating much harder than the first workout.,rowing machine,"exhausted, sweating"
one hour walk very good,walk,good
i played two hours baseball i'm very exhausted,baseball,exhausted
"i played basketball for the last 2 hours with my friends. it felt amazing i can’t wait to do it again,",played basketball,amazing
i just got back from swimming laps at the pool. i forgot how tired i am after the pool.,swimming laps,tired
i ran 3 kilometers on the beach it was energitic,ran,energitic
i used skip everday feels great!!,skip,great
i ran one mile i felt tired but accomplished,ran,"tired, accomplished"
i did 15 weight flys i felt sore,weight flys,sore
i ran two miles. i'm out of shape.,ran,out of shape
i walked two miles. i felt good.,walked,good
aerobic activities increase your breathing and heart rate. i felt energetic.,aerobic,energetic
squat is my second workout exercise. i felt energetic and fresh.,squat,"energetic, fresh"
i like to run on a treadmill i feel energized and fit,run,"energized, fit"
i like to use the elliptical machine i feel like  it builds arm and leg muscles,elliptical machine,builds arm and leg muscles
i did yoga for one hour today i feel sore,yoga,sore
i rode my bike for 10 miles  now my legs feel numb,bike,numb
i ran a 5k race this morning.  i was really slow since it was so hot outside.,ran,slow
i just went to my taekwondo class.  all the kicks and jumping made my legs sore.,taekwondo,sore
i worked out on the rower for 30 minutes today. i now feel like my arms are dead weight.,rower,dead weight
i did the 100 squat challenge at the gym.  my legs now feel shaky.,squat,shaky
i walked for ten minutes. i felt warmed up.,walked,warmed up
i did dumbbell bench. i felt tired.,dumbbell bench,tired
i ran for 30 minutes on the treadmill at a 9 minute pace i felt a little tired but overall good,ran,"little tired, good"
i rode the stationary bike at moderate intensity for an hour my legs were tired but cardio wise i was fine,stationary bike,"tired, fine"
i did a warmup jog on the treadmill for one mile. it got my energy going to keep working out.,jog on the treadmill,got my energy going
i did the leg press at 150 pounds. i felt a good burn and good workout.,leg press,"good burn, good workout"
i did 100 pushups. it was awesome and feel better.,pushups,"awesome, better"
i did 100 situps. it was kinda hard and felt kinda sick.,situps,"hard, sick"
i just did 35 jumping jacks in under 90 seconds! my legs are so shaky and i can't stand anymore.,jumping jacks,shaky
i just did 3 sets of 10 burpees. i feel like i am going to pass out.,burpees,pass out
i did an exercuse video for 20 minutes. i was exhausted!,exercise video,exhausted
i did yoga! i felt rejuvenated!,yoga,rejuvenated
i did 1 hour of weight lifting. my body is sore.,weight lifting,sore
i just did 20 minutes of lunges. my legs are shaky and wobbly.,lunges,"shaky, wobbly"
one set of squats now my legs hurt,squat,legs hurt
stairclimbing for 5 minutes now my legs hurt and i'm gonna have a heart attack.,stairclimbing,"legs hurt, have a heart attack"
i did an hour of yoga. i feel great!,yoga,great
i went for a 6 mile walk. i feel energized!,walk,energized
"""i did a workout from my yoga app."" ""my muscles feel better.""",yoga,better
"""i did a dance fitness class."" ""i am tired and out of shape.""",dance,"tired, out of shape"
i walked 2 miles on the treadmill. my legs were burning.,walked,burning
i did 5 minutes on the stair machine. my thighs were very sore,stair machine,very sore
"i spent 40 minutes on the treadmill today. my feet were killing me, but i felt great when i finished.",treadmill,"killing me, great"
"well, i reached my next goal today; i finally hit the weight machines. i felt silly because i wasn't sure how to operate the machine.",weight machines,silly
i went for a long run i was tired but psyched that i got out to do something.,run,"tired, psyched"
i did a slwo yoga class i feel so relaxed and good after all the stretching.,yoga,"relaxed, good"
i just ran on the elliptical for one hour. i feel super tired.,elliptical,tired
i just took a yoga class. i feel super relaxed.,yoga,relaxed
i ran for 30 minutes around my neighborhood. i was extremely exhausted.,ran,exhausted
i played football outside with my friends yesterday. i was very tired but relaxed at the same time.,played football,"tired, relaxed"
i jumped rope for 10 minutes. i feel jiggly and tired!,jumped rope,"jiggly, tired"
i walked vigorously for 20 minutes. i feel energized!,walked,energized
"did 4 sets of hills at the stadium, from track to top bleachers really burned my calves, but endurance-wise it was great",hills,"burned, great"
"swam pretty fast from the dock to the south bay and back, about one and a half miles. water was cold so it really felt good to push the swim. arms are spent!",swam,"good, spent"
i just biked for 3 miles.  i really need to do this more often!,biked,need to do this more often
i just stretched for 30 minutes.  it felt wonderful!,stretched,wonderful
i just speed walked a 10 mile path. i feel very tired but refrshed.,speed walked,"tired, refrshed"
i ran on the treadmill at the gym for 45 minutes. it was exhausting and my calves feel sore.,ran,"exhausting, sore"
i swam in the pool for 30 minutes today i felt rejuvenated!,swam,rejuvenated
i did five sets of pushups today i felt exhausted from the effort!,pushups,exhausted
i walked four miles outside today i felt invigorated and energized,walked,"invigorated, energized"
"i worked out inside on the elliptical machine for 30 minutes i was winded, but got through. my legs were a little shaky and my feet were starting to get numb.",elliptical,"winded, shaky, numb"
i rode my peleton bike i was exhausted,rode,exhausted
i did a floor exercise my arms were like jello,floor exercise,jello
i ran 4 miles outside  the first half was awful the second half was better,ran,"awful, better"
i did yoga for an hour  the start i was stiff but felt better after,yoga,"stiff, better"
i played basketball after work. i am so exhausted!,basketball,exhausted
"i ran for an hour yesterday. my legs felt fine, i feel like i could run some more.",ran,fine
i deadlifted heavy for 5 sets it was great because i had no back pain.,deadlifted,"great, no back pain"
"i did some preacher curls  fantastic, my arms got a nice pump.",preacher curls,"fantastic, nice pump"
i just lifted five sets of bench presses! i feel sore,bench presses,sore
i did ten weighted sit ups! i hope i can improve,sit ups,improve
running in an area you know tired but productive,running,"tired, productive"
"jogging in a place i know tired, and not as sore as running",jogging,"tired, not as sore"
i just jogged for a mile. i felt totally winded.,jogged,winded
i played lacrosse for an hour. i felt energized.,lacrosse,energized
ran two miles  terrible,ran,terrible
two sets of dumbbell squats    feel grained and tried,dumbbell squats,"grained, tried"
i did some sit ups on the floor mat today. i felt very tired after i was finished.,sit ups,tired
i went on the treadmill at the gym. my legs were hurting after i completed the exercise.,treadmill,hurting
walking is my first workout.  i feel better after performing the first workout.,walking,better
running is my second workout. i feel happy after performing the second workout.,running,happy
ran on the treadmill very tired but feel energized,ran,"tired, energized"
did a set of pushups my arms are so sore,pushups,sore
i went running felt good,i went running,good
went for a hike felt exhausted,hike,exhausted
i took a one hour yoga class. i feel relaxed and ready to take on the day.,yoga,"relaxed, ready"
i took a one hour spinning class.  i feel refreshed and energized.,spinning,"refreshed, energized"
yesterday i tried yoga for the first time. i am not flexible at all!,yoga,not flexible
today i power walked for 30 minute. i was totally out of breath.,power walked,out of breath
i walked two miles outside. i feel refreshed.,walked,refreshed
i did 10 sit-ups. i feel out of shape.,sit-ups,out of shape
i just did ten push ups . i feel sick.,push ups,sick
i just did ran a half mile. i feel like i might die.,ran,die
i just ran for thirty minutes on the treadmill. i feel beat.,ran,beat
i did 300 crunches. my abs are on fire.,crunches,on fire
i just ran one mile i feel out of breath,ran,out of breath
i just did 30 minutes on the eliptical. i felt invigorated,eliptical,invigorated
i went for a long hike up a mountain. my legs are shaky & sore.,hike,"shaky, sore"
i did pull ups on a bar. i’m exhausted and sore now.,pull ups,"exhausted, sore"
"i did 100 crunches. i am so out of shape, my abs are aching so bad.",crunches,"out of shape, aching"
i did a one-minute plank. my arms are shaking and my shoulders ache.,plank,"shaking, ache"
i jogged for 20 minutes. i felt tired but accomplished!,jogged,"tired, accomplished"
i ran on a treadmill for 1 hour. i was so tired and bored after my workout.,ran,"tired, bored"
i did cardio on the elliptical for 30 minutes i felt so winded!,elliptical,winded
i used my ab roller for 15 minutes straight. i was so fatigued afterwards!,ab roller,fatigued
10 push ups pumped ready to do a second set,push ups,pumped
50 crunches abs are burning feels good tho,crunches,"burning, good"
dumbell curls it was good,dumbell curls,good
ran a mile it was hard,ran,hard
i just did three sets of bicep curls with dumbbells. i felt strained during the workout.,bicep curls with dumbbells,strained
i just ran for thirty minutes. i felt energized and active.,ran,"energized, active"
i walked four miles on the treadmill. i felt invigorated.,walked,invigorated
i cycled for half an hour.  i felt sweaty.,cycled,sweaty
i jogged 30 minutes around my neighborhood. i am tired and sweaty.,jogged,"tired, sweaty"
i did 100 situps. my stomach is on fire.,situps,fire
stair climber terrible,stair climber,terrible
leg press pretty good,leg press,good
i just ran a mile! my stomach ached afterwards and i felt drained.,ran,"ached, drained"
i walked 3 miles! i felt amazing!,walked,amazing
i just ran 30 minutes on the elliptical.  i feel sweaty.,elliptical,sweaty
i swam 50 laps in the pool.  i feel exhausted.,swam,exhausted
i just finish 20 push ups and am worn out already,push up,worn out
i just ran 200metres and am so stressed out,ran,stressed
i did six miles on the elliptical. i felt exhilerated.,elliptical,exhilerated
i took a 45-minute barre class. i was exhausted!,barre class,exhausted
i swam two miles. i feel terrific.,swam,terrific
i ran three miles. i feel energetic.,ran,energetic
i just went for a two mile hike. i feel exhausted.,hike,exhausted
i just swam laps at the pool for 20 minutes. i feel refreshed,swam,refreshed
i did 20 body weight pushups  i was out of breath,pushups,out of breath
i just did 20 body weight dips my triceps feel like jello,body weight dips,like jello
i  ran on the treadmill today  i felt tired after performing this workout.,ran,tired
i did the stair master for 30 minutes today my legs felt tired after this exercise,stair master,tired
i played an hour of basketball. i feel tired and hungry,basketball,"tired, hungry"
i played 18 holes of golf i feel happy to have played so long,golf,happy
i  just did my first weight training workout.. i feel like a wet noodle all over now.,weight training,like a wet noodle
i just swam for 30 minutes i feel so very tired.,swam,tired
it was quite difficult doing the bench press. i was really exhausted.,bench press,exhausted
i focused on my form during my deadlift attempts. i felt a little better but exhausted.,deadlift,"a little better, exhausted"
i just ran 2 miles. i’m exhausted now.,ran,exhausted
i did 70 squats. it was tiring.,squats,tiring
i went to a yoga class for an hour. i felt relaxed and accomplished.,yoga,"relaxed, accomplished"
i did a hiit training workout for 45 minutes. i felt out of breath and tired.,hiit training,"out of breath, tired"
i walked 600 steps around my house. i legs are feeling tired.,walked,tired
"i ran around my neighbor hood 2 times i felt good after the run,",ran,good
i just ran around my block twice.  i was really exhauted when i got back home.,ran,exhauted
i ran on my treadmill for one ahour and a half.  i was sweating so bad and thought i was gonna pass out.,ran,"sweating, pass out"
i did 20 pushups this made me feel warmed up,pushups,warmed up
i did bench press 135lbs for 8 reps i felt tired,bench press,tired
i did 20 jumping jacks my heart is racing and i am out of breath.,jumping jacks,"racing, out of breath"
i just rode the bike for ten minutes. my legs hurt from the peddling,bike,legs hurt
"i swam 20 laps tired, but was able to complete the workout i set out to",swam,"tired, complete"
"10x20yd sled pushes felt good overall, pace dramatically slowed last 3 reps",sled pushes,"good, slowed"
i did 10 miles on the exercise bike.  i feel very accomplished.,exercise bike,accomplished
i did 20 minutes on the elliptical.  my legs are killing me.,elliptical,legs are killing me
i just walked 3 laps around the building during my lunch hour i feel so refreshed,walked,refreshed
i just did 5 sets of 25 sit-ups. gosh my stomach is feeling it.,sit-ups,feeling it
high intensity spin workout i felt very sweaty and worn out.,high intensity spin workout,"sweaty, worn out."
lifting dumbells my arms feel tired and more energetic.,lifting dumbells,"tired, more energetic."
i just jumped rope for three set of 30 seconds my legs feel like jelly,jumped rope,jelly
i just did three sets of twenty-five push up my chest is on fire,push up,fire
i did 20 push-ups. i'm shaky and my muscles feel weak.,push-ups,"shaky, weak"
i did 4 sets of bench-press. my arms hurt and i'm out of breath.,bench-press,"hurt, out of breath"
i just finished a half hour on the treadmill i feel great about getting started with this program,finished,great
i just did 45 minutes on the treadmill. i feel proud that i am increasing my time and stamina,treadmill,proud
i ran around the track for a half hour i felt out of breath!,ran,out of breath
i did 30 jumping jacks i was extremely tired after,jumping jacks,extremely tired
i worked out on the elliptical. it was invigorating.,elliptical,invigorating
i rode my bike 15 miles today. it was exhausting.,bike,exhausting
i did culs for 15 minutes my arms were burning,culs,burning
i biked 10 miles my legs were sore,biked,sore
i just did 20 minutes on the tread climber. my calfs were on fire.,tread climber,fire
i just did an upper body dumb bell workout.  it made my arms feel so weak.,dumb bell,weak
i did yoga for 1 hour today. i feel energized!,yoga,energized
i rode a bicycle for 1 hour today. i feel really tired!,rode a bicycle,tired
my first workout was in high school where i only ran on the treadmill for about half hour i was kind of tired afterwards but felt absolutely remarkable,ran,"tired, remarkable"
after that first workout i tried to go for a bench press with my other friend  i felt really great and that was the day when i decided to work out regularly,bench press,great
i ran 1 mile i felt exhausted,ran,exhausted
i ran 1.5 miles i felt tired,ran,tired
i did 20 push-ups in a row i feel like i am going to die,push-ups,die
i did 10 burpees i am exhausted,burpees,exhausted
"i walked 3 miles in 40 minutes. wow, i feel excited, that was great.",walked,excited
i did 20 miles on my stationary cycle. i feel exhilarated.,stationary cycle,exhilarated
i went running for an hr i felt energized,running,energized
i was swimming for 30 min it felt fulfilling,swimming,fulfilling
i ran on the treadmill.  i feel motivated.,ran,motivated
i did pushups at the park. my arms are sore but i feel accomplished.,pushups,"sore, accomplished"
i did 4 sets of 20 lunges  i felt tired and my leg are sore already,lunges,"tired, sore"
i did bench press at 185 pounds  my chest has gotten stronger,bench press,stronger
4 sets of standing dumbbell press on top of the world,standing dumbbell press,on top of the world
4 sets of push ups triceps sore,push ups,triceps sore
i just finished walking 3.1 miles.   i feel tired but very pleased.,walking,"tired, pleased"
i walked up 8 flights of steps. my legs are aching and i'm out of breath.,walked up,"aching, out of breath"
i jogged 3 miles. my legs and lower body was sore.,jogged,sore
i played a pick up basketball game. my back and legs were tired i had to take a nap.,basketball game,tired
i just did 50 jumping jacks. i'm really out of breath.,jumping jacks,out of breath.
i just ran one mile. im very tired,ran,tired
i just hiked 3 miles with my weighted vest. i felt really tired afterwards,hiked,tired
i ran for 30 minutes on the treamill. i am exhausted now.,ran,exhausted
i did fourty five minutes of boxing i couldn't walk after the first day,boxing,couldn't walk
i decided to try to add squats to my routine during was no issue it was the second when it was really tough,squats,"no issue, tough"
i worked out for 20 minutes on the elliptical  my legs feel like jelly,elliptical,jelly
i walked 5 miles this morning my hips are sore.,walked,sore
i walked for more than two miles today. i am so exhausted and drowsy.,walked,"exhausted, drowsy"
i spent two hours practicing tap dancing at home.  i feel so beat and breathless.,tap dancing,"beat, breathless"
i did 60 squats in my room i felt very refreshed,squats,refreshed
i took a walk outside i felt energized after my walk,walk,energized
i ran 5k on the treadmill this afternoon. i feel invigorated!,ran,invigorated
i did 4 sets of ten push-ups today. my arms feel wobbly.,push-ups,wobbly
i completed a hiit class i am tired and sweaty,hiit class,"tired, sweaty"
i did yoga i feel relaxed and calm,yoga,"relaxed, calm"
i spent a hour doing yoga i feel like i'm dying- every muscle hurts,yoga,"dying, hurts"
"i did an hour of zumba i felt like i was gasping like a fish and a 1,000 degrees hot",zumba,"gasping, 1,000 degrees hot"
i just did 300 sit ups i feel nauseous now,sit ups,nauseous
i just did 50 squats now my legs are shaky,squats,shaky
i did 30 minutes in a spin class. it was hard but i felt great after!,spin class,great
i did 15 reps of sumo squats. my legs were sore after!,sumo squats,sore
i went for an hour-long walk with my dog. i felt energized and happy.,walk,"energized, happy"
i went for a kickboxing class at the gym. i feel exhausted and sore.,kickboxing,"exhausted, sore"
i went for a 30 minute hiit jog i am very out of shape,jog,out of shape
i did a 2 sets of resistance band walks my thighs are shaky,resistance band walks,shaky
i did 20 sit-ups. it was relaxing afterwards.,sit-ups,relaxing
i did a 10 minute jog. i was terrible exhausting.,jog,terrible exhausting
i did 10 minutes on the rowing machine my legs are so sore.,rowing,sore
i walked for 30 minutes.  i feel really refreshed.,walked,refreshed
i did 100 jump ropes i felt exhausted.,jump ropes,exhausted
"i lifted 10 pound weights on each arm, 30 reps  my arms started shaking",lifted,shaking
i ran two miles. i felt very exhausted.,ran,exhausted
i did one jumping jack. i felt lazy.,jumping jack,lazy
i just did a 20 minute pilates workout.  it was really challenging!,pilates,challenging
i did 15 minutes on the elliptical.  it was hard to keep going but i made it through!,elliptical,hard to keep going
i just did yoga i felt great!,yoga,great
i just went for a one mile walk  i felt good,walk,good
i did a 10 minute ab workout i felt really out of shape,ab workout,out of shape
i ran for 45 minutes on the treadmill i felt exhausted the whole time,ran,exhausted
i went on a run i felt exhausted physically,run,exhausted
i did yoga i was relaxed,yoga,relaxed
i just did four cycles of fifteen seconds plank my arms and shoulders felt sore afterwards,plank,sore
i did a set of leg lifts i felt very tired,leg lifts,very tired
i rode 10 miles of bike trails. i felt thirsty and tired.,rode,"thirsty, tired"
i swam forty laps. i felt refreshed and energized.,swam,"refreshed, energized"
i did 30 minutes on the elliptical machine. i feel energized.,elliptical machine,energized
"i spent an hour in a kickboxing class. my arms are worn out, but my legs feel great.",kickboxing class,"worn out, great"
i climbed 50 flights of steps. i felt warmed up.,climbed,warmed up
i did butterflys on a weight machine. i felt like i was getting started.,butterflys,getting started
i just lifted chest and tris today. i felt very strong doing so because i hit my new max,lifted,very strong
i walked on the treadmill for 8 miles today i felt exhausted because that was the longest i have walked in a while,walked,exhausted
my first workout was running few miles thats so hard to me,running,hard
second workout was jumping that was good,jumping,good
i just did a ten kilometer run. i feel wiped out and ready to collapse on the floor.,run,"wiped out, ready to collapse"
i hiked up a moutain path for one hour. i feel invigorated by the fresh moutain air and am ready for more.,hiked,"invigorated, ready for more"
i just did pilates i'm out of shape,pilates,out of shape
i practiced choreography i am out of breath,choreography,out of breath
i spent the past half hour running 50-yard and 100-yard sprints i need to lose some weight because i am so winded after just 10 minutes.,sprints,winded
i did some circuit training focusing on my arms and back. i feel a tremendous burn in my arms and shoulders and think i may have overdid it.,circuit training,burn
i ran a mile on the treadmill i was super winded,ran,winded
i did a set of dumbbell bench press my chest was very sore afterwards.,dumbbell bench press,sore
i did 5 sit ups today.  i feel real tired and drained.,sit ups,"tired, drained"
i did 10 sit ups today. i feel like i'm as out of shape as most 90 year olds.,sit ups,out of shape
i walk non stop for one hour. initially i would get tired and would have to talk to a friend or family member not to get distracted and to keep going.  i would get tired after the first 20 minutes.,walk,tired
"the second workout was also walking, i got tired again but was thinking of the ultimate goal. after the second workout i was sweating and a little tired.  but  felt good that i accomplished my goal.",walking,"sweating, a little tired, good"
i did 4 sets of bicep curls i am feeling energized,bicep curl,energized
i did tricep extensions i am feeling good,tricep extensions,good
i did the bench press class at the gym today i felt very tired.,bench press,tired
i did a plank in my home i felt relax and happy mood.,plank,"relax, happy mood"
i weight lifted at the gym today i feel refreshed,weight lifted,refreshed
i took a one hour zumba class i feel energized,zumba,energized
i just did twenty crunches i feel better,crunches,better
i just did forty jumping jacks i feel bad,jumping jacks,bad
i did burpee at the gym i felt tried,burpee,tried
i work out cycling i feel very happy,cycling,happy
i did 15 military presses i feel sore,military presses,sore
i did 50 barbell rows i feel accomplished,barbell rows,accomplished
i rode my bike for 3 miles. my legs were really sore afterwards.,rode,sore
i ran doe two miles. i felt really tired after my run anf my feet really hurt,ran,"tired, hurt"
i did 30 minutes of jump rope. i felt high energy during the workout.,jump rope,high energy
i just did three sets of heavy barbell squats. i feel so sore right now!,barbell squats,sore
today i ran 5 miles on my treadmill. i was sweaty and my feet hurt a lot.,ran,"sweaty, feet hurt"
i tried 20 burpees as fast as i could. i was out of breath by the time i finished.,burpees,out of breath
i do walking i felt very tired,walking,tired
i do jogging i felt now ok,jogging,ok
i just did aerobics for one hour.  my body feels so tired and lifeless.,aerobics,"tired, lifeless"
"i walked outside for over an hour. my legs feel so shaky, now.",walked,shaky
3 miles track felt poor this morning,track,poor
3 sets db squats felt poor this morning,db squats,poor
i did 60 seconds of burpees. i felt out of breath.,burpees,out of breath
i did a 2 minute squat hold. my legs feel like jello.,squat hold,legs feel like jello
i did stretching exercises i felt relaxed,stretching,relaxed
i did cyclic exercises i felt limber,cyclic,limber
i walked 10 laps around the track my legs are sore,walked,sore
i jogged on the treadmill for 30 mintues i'm really out of breathe,jogged,out of breathe
i ran 2 miles on the treadmill  my body was exhasuted and i have a headache,ran,"exhasuted, headache"
i did 50 pushups my arms are shaky and feel numb.,pushups,"shaky, numb"
push ups take rest,push ups,rest
i did ten 20 meter sprints i felt nauseous,sprints,nauseous
deadlift fatigued and shaky,deadlift,"fatigued, shaky"
calf raises not too fatigued but sore in my calves,calf raises,"not too fatigued, sore"
i walked over two miles in my neighborhood. it felt amazing to get some fresh air.,walked,amazing
i spent 30 minutes on a rowing machine. phew! i wore myself out.,rowing,wore
treadmill for 35 min. at 3 mph i felt great,treadmill,great
rode exercise bike 30 min. for 6 miles a little tired and sweaty,exercise bike,little tired
i just ran five kilometers on the track very energitic,ran,energitic
i take  100 push ups i feel so tired,push ups,tired
i just played 1 hour of tennis i feel good,tennis,good
i just ran 5 miles i feel totally exhausted,ran,exhausted
i just ran 2 miles. i am exhausted.,ran,exhausted
i biked 6 miles. i feel strong now.,biked,strong
i walked 3 miles today i felt sweaty and like i needed water,walked,"sweaty, needed water"
i walked another 3 miles last night my legs felt sore and weak until i rested,walked,"sore, weak"
i ran a mile very tired,ran,tired
i lifted weights weak and tired,lifted,"weak, tired"
i just ran four miles i feel like i’m going to fall down,ran,fall down
i bench pressed a hundred and fifty pounds my arms feel numb,bench pressed,numb
i used the elliptical machine for an hour. i feel tired from moving my arms and legs.,elliptical machine,tired
i used the stair-climber machine for 3 minutes. i'm so exhausted!,stair-climber machine,exhausted
i ride bike for 1 hour felt good,bike,good
i did yoga for 30 mins felt relaxed,yoga,relaxed
"i did a 30 minute pilates video this morning. i realized how tight my muscles are, i need that stretching and movement!",pilates,tight
i rode on my bike for 1 hour outside today. it was so nice to get fresh air and feel the cold hit my breath.,rode,"nice, cold"
i worked out for 10 minutes on the stairclimber it felt great and motivated me to do it again tomorrow.,stairclimber,"great, motivated"
i lifted 2 lb. dumbbells for 20 minutes. i could feel my muscles straining as i lifted the weights,dumbbells,muscles straining
i ran on the treadmill for an hour today. my legs feel like they are about to fall off.,ran,fall off
i did squats so i can have a killer butt  my butt muscles burned but it will all be worth it later!,squats,burned
i just walked two blocks to the store. i felt great and invigorated.,walked,"great, invigorated"
i did yoga at the ymca this afternoon. i felt so limber and relaxed,yoga,"limber, relaxed"
"i rode the stationary bike for 30 minutes today. it was tough going, but no i feel great.",stationary bike,tough
"i participated in a group 30 minute aerobics class toda. it was a real challenge, i sweated for 20 minutes but felt amazing when it was over.",aerobics,"challenge, amazing"
i just completed a 30 minute pilates video. i am now stiff and sore.,pilates,"stiff, sore"
i rode my spin bike for 20 minutes. my heart is beating rapidly.,spin bike,heart is beating rapidly
i just did a 3 hour nature hike uphill my legs feel shakey but i feel exhilirated and refreshed from being in nature,nature hike,"shakey, exhilirated, refreshed"
i just ran one hour on a treadmill at the gym i feel fine but annoyed by the atmosphere in the gym,ran,"fine, annoyed"
i did 10 pullups i felt heavy,pullups,heavy
i did 10 leg raises i felt it burn,leg raises,burn
i did five sets of bench press my chest felt like it was filled with blood,bench press,filled with blood
i played a 30 minute pick up basketball game my breathing was heavy for five minutes after the game,basketball game,breathing was heavy
i played football for three hours. i felt sore after the game.,football,sore
i lifted weights for an hour. i felt very strong after the workout.,lifted weights,strong
i lifted arms for an hour good pump,lifted arms,pump
i jogged one mile very tired,jogged,tired
i jogged three miles working out to a video on youtube. i felt energized as i went along.,jogged,energized
i walked two miles outside around the park perimeter. i felt a little sad at first but cheered up as i went along.,walked,cheered
i ran one mile  i felt vey energized,ran,very energized
i did zumba for an hr i felt very tired,zumba,very tired
i walked 3 miles it wasn't too bad.,walked,wasn't too bad
